CVE ID,CVSS Score,Attack Vector,Attack Complexity,Privileges Required,User Interaction,Scope,Confidentiality,Integrity,Availability,Affected OS
CVE-2024-20714,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,"Microsoft Windows, Apple Macos"
CVE-2024-20715,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,"Microsoft Windows, Apple Macos"
CVE-2023-51961,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51966,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2024-0389,6.3,AV:A,AC:L,PR:N,UI:N,S:U,C:L,I:L,A:L,N/A
CVE-2023-51952,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51953,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51954,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51955,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51956,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51957,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51958,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51959,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51960,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51963,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51964,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51965,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-6158,6.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:L,A:L,N/A
CVE-2023-41056,8.1,AV:N,AC:H,PR:N,UI:N,S:U,C:H,I:H,A:H,"Fedoraproject Fedora 39, Fedoraproject Fedora 38"
CVE-2023-45139,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-47171,6.5,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-47861,9,AV:N,AC:L,PR:L,UI:R,S:C,C:H,I:H,A:H,N/A
CVE-2023-47862,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-48728,9.6,AV:N,AC:L,PR:N,UI:R,S:C,C:H,I:H,A:H,N/A
CVE-2023-48730,8.5,AV:N,AC:H,PR:L,UI:N,S:C,C:H,I:H,A:H,N/A
CVE-2023-49589,8.8,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-49599,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-49715,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:N,I:L,A:N,N/A
CVE-2023-49738,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-49810,7.3,AV:N,AC:L,PR:N,UI:N,S:U,C:L,I:L,A:L,N/A
CVE-2023-49862,6.5,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-49863,6.5,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-49864,6.5,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-50172,5.3,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:L,A:N,N/A
CVE-2023-51962,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51967,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51968,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51969,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-51970,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Tenda Ax1803 Firmware 1.0.0.1
CVE-2023-29444,6.3,AV:L,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2023-37932,6.5,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-37934,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:N,I:N,A:L,Fortinet Fortipam
CVE-2023-44250,8.8,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:H,"Fortinet Fortios 7.4.0, Fortinet Fortios 7.2.5, Fortinet Fortios 7.4.1"
CVE-2023-46712,7.2,AV:N,AC:L,PR:H,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-48783,5.4,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:L,A:N,N/A
CVE-2023-50916,7.2,AV:N,AC:L,PR:H,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-31488,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Cisco Secure Email Gateway Firmware
CVE-2022-45793,5.5,AV:L,AC:L,PR:L,UI:N,S:U,C:N,I:H,A:N,N/A
CVE-2023-29445,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2023-29446,4.7,AV:L,AC:H,PR:N,UI:R,S:U,C:H,I:N,A:N,N/A
CVE-2023-29447,5.7,AV:A,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,N/A
CVE-2023-51126,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Flir Flir Ax8 Firmware
CVE-2023-51127,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,Flir Flir Ax8 Firmware 1.46.16
CVE-2023-52064,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2022-32919,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:L,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2022-32931,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,Apple Macos
CVE-2022-42816,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:H,A:N,Apple Macos
CVE-2022-42839,3.3,AV:L,AC:L,PR:N,UI:R,S:U,C:L,I:N,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2022-46710,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2022-46721,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,Apple Macos
CVE-2022-47915,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,Apple Macos
CVE-2022-47965,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,Apple Macos
CVE-2022-48504,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,Apple Macos
CVE-2022-48577,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,Apple Macos
CVE-2023-28185,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:N,A:H,"Apple Tvos, Apple Iphone Os, Apple Ipados, Apple Macos, Apple Watchos"
CVE-2023-28197,3.3,AV:L,AC:L,PR:N,UI:R,S:U,C:L,I:N,A:N,Apple Macos
CVE-2023-32366,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-32378,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,Apple Macos
CVE-2023-32383,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,Apple Macos
CVE-2023-32401,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,Apple Macos
CVE-2023-32424,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:H,A:N,"Apple Iphone Os, Apple Ipados, Apple Watchos"
CVE-2023-32436,7.1,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:H,A:H,Apple Macos
CVE-2023-38607,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:H,A:N,Apple Macos
CVE-2023-38610,7.1,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:H,A:H,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-38612,3.3,AV:L,AC:L,PR:N,UI:R,S:U,C:L,I:N,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-40383,3.3,AV:L,AC:L,PR:N,UI:R,S:U,C:L,I:N,A:N,Apple Macos
CVE-2023-40385,6.5,AV:N,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-40393,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,Apple Macos
CVE-2023-40394,3.3,AV:L,AC:L,PR:N,UI:R,S:U,C:L,I:N,A:N,"Apple Iphone Os, Apple Ipados"
CVE-2023-40411,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,Apple Macos
CVE-2023-40414,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,"Apple Tvos, Apple Iphone Os, Apple Ipados, Apple Macos, Apple Watchos"
CVE-2023-40430,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,Apple Macos
CVE-2023-40433,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:H,A:N,Apple Macos
CVE-2023-40437,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-40438,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-40439,3.3,AV:L,AC:L,PR:N,UI:R,S:U,C:L,I:N,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-40529,2.4,AV:P,AC:L,PR:N,UI:N,S:U,C:L,I:N,A:N,"Apple Iphone Os, Apple Ipados"
CVE-2023-41060,8.8,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:H,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-41069,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:H,A:N,"Apple Iphone Os, Apple Ipados"
CVE-2023-41075,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-41974,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,"Apple Iphone Os, Apple Ipados"
CVE-2023-41987,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,Apple Macos
CVE-2023-41994,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,Apple Macos
CVE-2023-42826,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,Apple Macos
CVE-2023-42828,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,Apple Macos
CVE-2023-42829,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,Apple Macos
CVE-2023-42830,3.3,AV:L,AC:L,PR:N,UI:R,S:U,C:L,I:N,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-42831,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-42832,7,AV:L,AC:H,PR:N,UI:R,S:U,C:H,I:H,A:H,Apple Macos
CVE-2023-42833,8.8,AV:N,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-42862,6.5,AV:N,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,"Apple Tvos, Apple Iphone Os, Apple Ipados, Apple Macos, Apple Watchos"
CVE-2023-42865,6.5,AV:N,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,"Apple Tvos, Apple Iphone Os, Apple Ipados, Apple Macos, Apple Watchos"
CVE-2023-42866,8.8,AV:N,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,"Apple Tvos, Apple Iphone Os, Apple Ipados, Apple Macos, Apple Watchos"
CVE-2023-42869,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-42870,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-42871,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-42872,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-42876,7.1,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:H,Apple Macos
CVE-2023-42929,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,Apple Macos
CVE-2023-42933,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,Apple Macos
CVE-2023-42934,4.2,AV:L,AC:L,PR:H,UI:R,S:U,C:H,I:N,A:N,"Apple Iphone Os, Apple Ipados, Apple Macos"
CVE-2023-42941,4.8,AV:A,AC:H,PR:L,UI:N,S:U,C:N,I:N,A:H,"Apple Iphone Os, Apple Ipados"
CVE-2023-49295,6.4,AV:N,AC:H,PR:L,UI:N,S:U,C:L,I:L,A:H,N/A
CVE-2023-51123,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Dlink Dir-815 Firmware 1.01ssb08.bin
CVE-2024-0333,5.3,AV:N,AC:H,PR:N,UI:R,S:U,C:N,I:H,A:N,"Fedoraproject Fedora 39, Fedoraproject Fedora 38"
CVE-2024-21638,9.1,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:N,N/A
CVE-2022-45794,8.6,AV:N,AC:L,PR:N,UI:N,S:C,C:H,I:N,A:N,"Omron Sysmac Cs1D-Cpu67H Firmware, Omron Sysmac Cs1D-Cpu67Ha Firmware, Omron Sysmac Cs1H-Cpu65H Firmware, Omron Sysmac Cs1D-Cpu67P Firmware, Omron Sysmac Cj1G-Cpu43P Firmware, Omron Sysmac Cj2M-Cpu12 Firmware, Omron Sysmac Cj2M-Cpu34 Firmware, Omron Sysmac Cj2H-Cpu65-Eip Firmware, Omron Sysmac Cj2M-Cpu35 Firmware, Omron Sysmac Cs1D-Cpu44Sa Firmware, Omron Sysmac Cs1G-Cpu44H Firmware, Omron Sysmac Cj2H-Cpu64 Firmware, Omron Sysmac Cj2M-Cpu15 Firmware, Omron Sysmac Cs1H-Cpu64H Firmware, Omron Sysmac Cj2M-Cpu14 Firmware, Omron Sysmac Cj2M-Cpu13 Firmware, Omron Sysmac Cs1D-Cpu68Ha Firmware, Omron Sysmac Cj2H-Cpu67-Eip Firmware, Omron Sysmac Cj2M-Cpu11 Firmware, Omron Sysmac Cj1G-Cpu45P Firmware, Omron Sysmac Cj2M-Cpu31 Firmware, Omron Sysmac Cj2M-Cpu33 Firmware, Omron Sysmac Cs1D-Cpu65P Firmware, Omron Sysmac Cs1H-Cpu67H Firmware, Omron Sysmac Cj2H-Cpu66 Firmware, Omron Sysmac Cs1H-Cpu66H Firmware, Omron Sysmac Cj2H-Cpu64-Eip Firmware, Omron Sysmac Cj1G-Cpu44P Firmware, Omron Sysmac Cj2M-Cpu32 Firmware, Omron Sysmac Cj2H-Cpu67 Firmware, Omron Sysmac Cj1G-Cpu42P Firmware, Omron Sysmac Cs1D-Cpu65H Firmware, Omron Sysmac Cj2H-Cpu68 Firmware, Omron Sysmac Cj2H-Cpu65 Firmware, Omron Sysmac Cs1D-Cpu67Sa Firmware, Omron Sysmac Cs1G-Cpu42H Firmware, Omron Sysmac Cj2H-Cpu68-Eip Firmware, Omron Sysmac Cs1G-Cpu43H Firmware, Omron Sysmac Cj2H-Cpu66-Eip Firmware, Omron Sysmac Cs1G-Cpu45H Firmware, Omron Sysmac Cs1H-Cpu63H Firmware"
CVE-2024-21773,8.8,AV:A,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,"Tp-Link Deco X50 Firmware, Tp-Link Archer Ax3000 Firmware, Tp-Link Deco Xe200 Firmware, Tp-Link Archer Ax5400 Firmware"
CVE-2024-21821,8,AV:A,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:H,"Tp-Link Archer Ax3000 Firmware, Tp-Link Archer Ax5400 Firmware, Tp-Link Archer Axe75 Firmware"
CVE-2024-21833,8.8,AV:A,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,"Tp-Link Archer Ax5400 Firmware, Tp-Link Archer Axe75 Firmware, Tp-Link Deco X50 Firmware, Tp-Link Archer Ax3000 Firmware, Tp-Link Deco Xe200 Firmware"
CVE-2024-21665,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2024-21666,6.5,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2024-21667,6.5,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-45173,6.2,AV:L,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,"Ibm Aix 7.2, Ibm Aix 7.3"
CVE-2023-45175,6.2,AV:L,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,"Ibm Aix 7.2, Ibm Aix 7.3"
CVE-2024-22190,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2022-40361,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-31001,5.1,AV:L,AC:H,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-31003,8.4,AV:L,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-38267,6.2,AV:L,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-45169,6.2,AV:L,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,"Ibm Aix 7.2, Ibm Aix 7.3"
CVE-2023-45171,6.2,AV:L,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,"Ibm Aix 7.2, Ibm Aix 7.3"
CVE-2023-51073,8.1,AV:N,AC:H,PR:N,UI:N,S:U,C:H,I:H,A:H,Buffalo Ls210D Firmware 1.78-0.03
CVE-2023-52274,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2024-22194,2.2,AV:L,AC:H,PR:L,UI:R,S:U,C:L,I:N,A:N,N/A
CVE-2024-22195,5.4,AV:N,AC:L,PR:N,UI:R,S:U,C:L,I:L,A:N,N/A
CVE-2023-5448,8.8,AV:N,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2023-6630,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2024-21637,7.6,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H,N/A
CVE-2024-21669,9.9,AV:N,AC:L,PR:L,UI:N,S:C,C:H,I:H,A:L,N/A
CVE-2023-6223,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2023-6446,4.4,AV:N,AC:H,PR:H,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6506,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:N,I:L,A:N,N/A
CVE-2023-6520,4.3,AV:N,AC:L,PR:N,UI:R,S:U,C:N,I:L,A:N,N/A
CVE-2023-6699,9.1,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:N,N/A
CVE-2023-6883,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:N,I:L,A:N,N/A
CVE-2023-37644,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:N,A:H,N/A
CVE-2024-0252,8.8,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-4246,4.3,AV:N,AC:L,PR:N,UI:R,S:U,C:N,I:L,A:N,N/A
CVE-2023-4247,5.4,AV:N,AC:L,PR:N,UI:R,S:U,C:N,I:L,A:L,N/A
CVE-2023-4248,5.4,AV:N,AC:L,PR:N,UI:R,S:U,C:N,I:L,A:L,N/A
CVE-2023-4372,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-4960,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-4962,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-52027,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Totolink A3700R Firmware 9.1.2u.5822_b20200513
CVE-2023-52028,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Totolink A3700R Firmware 9.1.2u.5822_b20200513
CVE-2023-52029,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Totolink A3700R Firmware 9.1.2u.5822_b20200513
CVE-2023-52030,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Totolink A3700R Firmware 9.1.2u.5822_b20200513
CVE-2023-52031,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Totolink A3700R Firmware 9.1.2u.5822_b20200513
CVE-2023-52032,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Totolink Ex1200T Firmware 4.1.2cu.5232_b20210713
CVE-2023-5504,8.7,AV:N,AC:L,PR:H,UI:N,S:C,C:N,I:H,A:H,N/A
CVE-2023-5691,4.4,AV:N,AC:H,PR:H,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6220,8.1,AV:N,AC:H,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6266,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-6316,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6369,5.4,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:L,A:N,N/A
CVE-2023-6496,5.3,AV:N,AC:L,PR:N,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2023-6504,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2023-6556,5.4,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:L,A:N,N/A
CVE-2023-6558,7.2,AV:N,AC:L,PR:H,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6561,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6567,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6582,5.3,AV:N,AC:L,PR:N,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2023-6583,6.6,AV:N,AC:H,PR:H,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6598,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:N,I:L,A:N,N/A
CVE-2023-6624,4.9,AV:N,AC:H,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6632,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-6634,8.1,AV:N,AC:H,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6636,7.2,AV:N,AC:L,PR:H,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6637,6.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:L,A:L,N/A
CVE-2023-6638,6.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:L,A:L,N/A
CVE-2023-6645,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6684,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6737,4.7,AV:N,AC:H,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-6742,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:N,I:L,A:N,N/A
CVE-2023-6751,7.3,AV:N,AC:L,PR:N,UI:N,S:U,C:L,I:L,A:L,N/A
CVE-2023-6776,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6781,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6782,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6828,7.2,AV:N,AC:L,PR:N,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6855,5.3,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:L,A:N,N/A
CVE-2023-6875,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6878,8.8,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6882,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-6924,4.4,AV:N,AC:H,PR:H,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6934,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6979,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6988,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6990,5.4,AV:N,AC:L,PR:L,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-6994,6.5,AV:N,AC:L,PR:N,UI:N,S:U,C:L,I:L,A:N,N/A
CVE-2023-7019,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:N,I:L,A:N,N/A
CVE-2023-7048,3.1,AV:N,AC:H,PR:N,UI:R,S:U,C:L,I:N,A:N,N/A
CVE-2023-7070,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
